月,日,時,外気温[℃],外気絶対湿度 [kg/kgDA],法線面直達日射量 [W/m2],水平面天空日射量 [W/m2],水平面夜間放射量 [W/m2],太陽高度角[度],太陽方位角[度]
11,14,15,15.61,2.798009188,266.66062,156.5279089,129.1226381,20,49
11,14,16,14.78,2.974645703,12.310855,68.80790111,122.2886736,10,59
11,14,17,13.66,3.385540924,0,0,110.52641,-1,68
11,14,18,12.72,3.274029101,0,0,108.0248744,-12,77
11,14,19,11.59,3.376515011,0,0,101.3437542,-24,84
11,14,20,11.03,4.134685597,0,0,87.60137028,-37,87
11,14,21,9.45,3.93812754,0,0,83.47054444,-49,77
11,14,22,9.01,3.965056315,0,0,81.16947139,-61,62
11,14,23,8.2,4.00198581,0,0,77.14155889,-70,36
11,14,24,5.83,3.960275772,0,0,67.68309417,-73,-9
11,15,1,6.52,4.11877669,0,0,68.32096556,-67,-48
11,15,2,5.26,4.042967326,0,0,64.11486028,-57,-69
11,15,3,3.9,3.774012973,0,0,62.39974444,-45,-81
11,15,4,3.54,3.683789247,0,0,62.26762444,-32,-89
11,15,5,3.54,3.757127785,0,0,61.1751275,-20,-81
11,15,6,3.59,3.947201389,0,0,58.5976575,-8,-73
11,15,7,4.17,4.092300793,0,11.44658778,58.89950083,3,-65
11,15,8,6.54,4.233135973,1102.240365,45.79439417,66.79916722,14,-55
11,15,9,8.64,4.04049757,1059.19156,77.05821722,78.48578639,24,-44
11,15,10,11.01,3.4765463,570.3533306,149.7953039,97.21364167,31,-31
11,15,11,11.46,3.599309381,352.1941681,229.5918542,97.33489361,36,-14
11,15,12,13.22,2.959742401,940.0866508,108.9402158,115.4092061,37,3
11,15,13,14.27,3.049026528,956.7824486,105.3977717,118.7118136,34,21
11,15,14,14.01,3.354730782,137.7329072,222.6646969,112.6056219,29,36
11,15,15,13.8,3.132970777,270.9979381,154.9358731,115.1893456,20,49
11,15,16,13.15,3.508730482,2.77216,38.86862167,106.3026294,10,59
11,15,17,11.63,3.419465778,0,0,100.8520033,-1,68
11,15,18,10.58,3.536269941,0,0,94.3969025,-12,76
11,15,19,10.08,3.496012933,0,0,92.81579222,-25,84
11,15,20,9.72,3.255244411,0,0,95.00927556,-37,87
11,15,21,9.58,3.28381797,0,0,93.94363556,-49,77
11,15,22,8.05,3.793938906,0,0,79.5241025,-61,63
11,15,23,8.79,3.737449104,0,0,83.54858333,-70,37
11,15,24,7.88,3.882174189,0,0,77.50148278,-73,-9
11,16,1,7.55,3.666012312,0,0,79.28740167,-67,-49
11,16,2,7.1,3.861063961,0,0,74.48235528,-57,-69
11,16,3,5.81,3.759836584,0,0,70.52990611,-45,-82
11,16,4,5.49,3.74964697,0,0,69.34262361,-33,-89
11,16,5,6.55,3.729042491,0,0,74.0997875,-20,-81
11,16,6,7.34,3.931849808,0,0,74.47323694,-8,-73
11,16,7,7.28,4.086994249,0,10.50094,71.99295889,3,-65
11,16,8,8.22,4.332461571,928.1886697,37.88795278,72.58003972,14,-55
11,16,9,10.28,4.297366833,936.0939106,67.40066167,82.01869472,23,-44
11,16,10,12.23,4.053564377,928.0915194,88.87938722,94.10110917,31,-30
11,16,11,13.18,4.089762665,893.9865636,99.00514972,97.86869028,36,-14
11,16,12,14.68,4.28259075,840.6192786,108.6723867,102.0128908,37,3
11,16,13,15.13,3.842884731,740.5689847,124.8541147,110.3539378,34,20
11,16,14,15.69,3.596980194,554.7390239,149.2733208,116.6146272,28,36
11,16,15,15.32,4.085122914,194.3253911,161.0787658,107.7390536,20,48
11,16,16,14.43,4.377081043,8.968383056,62.92243083,99.56099167,10,59
11,16,17,13.44,4.697363265,0,0,90.72763639,-1,68
11,16,18,13.06,4.937332774,0,0,85.87131167,-13,76
11,16,19,12.37,4.70831911,0,0,85.74912889,-25,84
11,16,20,10.28,4.741282435,0,0,76.02842583,-37,88
11,16,21,10.38,5.315197247,0,0,69.13409472,-49,78
11,16,22,9.13,5.3751907,0,0,62.929045,-61,63
11,16,23,9.75,5.455476782,0,0,64.64201861,-70,37
11,16,24,9.08,5.140880832,0,0,65.637475,-74,-9
11,17,1,8.12,5.016856477,0,0,63.06972917,-68,-49
11,17,2,8.08,4.895540866,0,0,64.45914,-57,-70
11,17,3,6.63,4.788586296,0,0,59.67555028,-45,-82
11,17,4,6.18,4.859413214,0,0,56.85401889,-33,-89
11,17,5,6.78,5.084706439,0,0,56.49134,-20,-81
11,17,6,7.17,5.021535451,0,0,58.95072444,-8,-73
11,17,7,7.69,4.936332605,0,4.623396389,62.26134889,3,-65
11,17,8,8.36,5.024615199,11.65068694,71.31454194,64.00255389,14,-55
11,17,9,9.13,4.956197069,5.489141111,102.2107497,68.20877694,23,-44
11,17,10,10.58,5.212005563,11.09030056,167.0668017,71.30241361,31,-30
11,17,11,13.1,7.081286918,0.517971944,48.97405917,60.95729167,35,-14
11,17,12,14.17,8.646571696,9.570983611,194.9984808,49.92766528,37,3
11,17,13,15.49,8.959473931,13.84145083,199.5014494,53.01813472,34,20
11,17,14,15.9,9.349828855,15.31834333,173.979485,51.26559611,28,35
11,17,15,15.41,9.288934549,2.0155375,60.10018611,49.55312778,20,48
11,17,16,14.9,9.445177076,0,0,45.74722944,10,59
11,17,17,14.32,9.732511177,0,0,40.45082083,-1,68
11,17,18,9.46,7.276771716,0,0,42.71262139,-13,76
11,17,19,8.98,7.042431268,0,0,43.12287,-25,84
11,17,20,9.8,7.446955957,0,0,42.40977861,-37,88
11,17,21,10.26,7.682868764,0,0,41.98373583,-49,78
11,17,22,10,7.54871868,0,0,42.22685639,-61,64
11,17,23,9.72,7.406595594,0,0,42.48195444,-71,38
11,17,24,9.89,7.49259636,0,0,42.32790306,-74,-9
11,18,1,9.49,7.291646817,0,0,42.68631028,-68,-49
11,18,2,8.51,6.819533874,0,0,43.50513,-57,-70
11,18,3,7.3,6.274420933,0,0,44.40207806,-45,-82
11,18,4,6.73,6.031397518,0,0,44.78179917,-33,-89
11,18,5,6.65,5.997970834,0,0,44.83292917,-21,-81
11,18,6,5.79,5.648945867,0,0,45.34929806,-9,-73
11,18,7,7.44,6.335433241,0,9.6908775,44.30465167,3,-64
11,18,8,8.61,5.648637843,956.1675653,37.86037611,57.34544167,14,-55
11,18,9,10.05,5.736653785,951.0617144,67.23864889,62.55479306,23,-44
11,18,10,11.9,5.232338929,943.8098944,89.10229806,76.90721972,30,-30
11,18,11,13.93,4.98959052,926.5742967,101.0946728,89.15390333,35,-14
11,18,12,14.98,4.674280953,888.8233761,101.9828664,98.08588222,36,3
11,18,13,15.18,4.166262457,797.9227358,110.1535444,105.9442328,34,20
11,18,14,14.5,3.709468013,600.1610789,136.8034294,109.423085,28,35
11,18,15,13.85,3.516256876,260.8298939,152.2318575,109.3691767,20,48
11,18,16,12.94,3.479115189,7.910254722,59.21849667,105.8080594,10,58
11,18,17,11.52,3.436672439,0,0,100.0947694,-1,67
11,18,18,10.65,3.560865387,0,0,94.33028167,-13,76
11,18,19,9.55,3.63932033,0,0,88.31737833,-25,83
11,18,20,8.79,3.568825852,0,0,86.08408944,-37,88
11,18,21,7.72,3.31072089,0,0,85.48434944,-49,79
11,18,22,8.06,3.36870142,0,0,86.02846139,-61,64
11,18,23,8.08,3.420144254,0,0,85.31139861,-71,38
11,18,24,7.88,3.413228483,0,0,84.56135528,-74,-9
11,19,1,8.02,3.279559558,0,0,87.26302361,-68,-50
11,19,2,7.58,3.214433042,0,0,86.4195425,-57,-70
11,19,3,6.91,3.223808043,0,0,83.41865528,-45,-83
11,19,4,6.52,3.258209344,0,0,81.21907194,-33,-88
11,19,5,6.25,3.227274477,0,0,80.5750375,-21,-80
11,19,6,7.13,3.091405274,0,0,86.49633472,-9,-73
11,19,7,6.95,3.350345463,0,2.442827222,81.58071444,3,-64
11,19,8,8.07,3.966535237,2.037690833,34.29160417,77.09316472,13,-55
11,19,9,7.14,3.444740436,2.250866389,64.72436333,80.91472417,23,-44
11,19,10,7.65,3.54825396,1.263993889,65.10375056,81.49654472,30,-30
11,19,11,7.36,4.141506971,1.005692778,67.24064306,71.56211611,35,-14
11,19,12,7.18,4.418479895,1.936311111,97.03217667,66.95395778,36,3
11,19,13,7.73,4.307232004,4.1759,134.6919536,70.82725444,34,20
11,19,14,8.44,4.308731541,5.168844167,127.9290617,73.85450861,28,35
11,19,15,8.55,4.403574625,6.224435833,101.9120122,73.02509194,20,48
11,19,16,8.24,4.311261721,6.709774167,55.64066889,72.95861667,10,58
11,19,17,7.02,4.31375218,0,0,67.71218806,-1,67
11,19,18,6.37,4.374439699,0,0,64.12756972,-13,75
11,19,19,5.77,4.395838627,0,0,61.31362667,-25,83
11,19,20,5.22,4.48896835,0,0,57.74974194,-37,89
11,19,21,5.08,4.488767496,0,0,57.17007111,-49,79
11,19,22,4.62,4.462166645,0,0,55.62332361,-61,65
11,19,23,3.04,4.178306898,0,0,53.06258389,-71,39
11,19,24,3.98,4.451902982,0,0,53.12472861,-74,-9
11,20,1,3.56,4.384979264,0,0,52.31669861,-68,-50
11,20,2,2.27,4.043742732,0,0,51.85002417,-58,-71
11,20,3,1.69,3.964262536,0,0,50.65929389,-46,-83
11,20,4,1.95,4.082935917,0,0,50.00378833,-33,-88
11,20,5,1.49,3.979335214,0,0,49.64165083,-21,-80
11,20,6,1.6,4.023856247,0,0,49.44263472,-9,-72
11,20,7,2.63,4.333118627,0,8.646413611,49.24564722,3,-64
11,20,8,4.3,4.812526284,941.7639078,36.070195,49.63666528,13,-55
11,20,9,6.84,5.192422442,906.7253772,62.71629056,55.38469972,22,-44
11,20,10,10.53,4.893075912,919.4237617,85.53687333,75.14640611,30,-30
11,20,11,12.52,4.818606011,911.0740386,98.21455806,84.97515861,35,-14
11,20,12,14.34,4.453170004,837.18026,106.71378,98.10932528,36,3
11,20,13,15.28,4.236502864,732.4155756,123.8691708,105.4235806,33,20
11,20,14,14.93,4.394943608,464.9467092,165.4073236,101.6173458,28,35
11,20,15,14.81,4.308439207,150.5112653,157.8959322,102.2537069,20,48
11,20,16,14.35,4.130583742,5.527565833,51.01311167,102.6239372,10,58
11,20,17,13.45,3.664669841,0,0,105.2967261,-1,67
11,20,18,12.39,3.631933005,0,0,101.0000069,-13,75
11,20,19,11.54,3.70299117,0,0,96.13161167,-25,83
11,20,20,10.34,3.565490086,0,0,92.89454611,-37,89
11,20,21,9.66,3.703741756,0,0,87.83115222,-50,79
11,20,22,9.56,4.019421158,0,0,82.77964917,-61,65
11,20,23,8.53,3.747782029,0,0,82.2721025,-71,39
11,20,24,8.34,4.272558489,0,0,73.92490389,-75,-9
11,21,1,9.11,3.740630822,0,0,84.88775889,-69,-50
11,21,2,8.64,3.525614708,0,0,86.09531333,-58,-71
11,21,3,8.09,3.449266591,0,0,84.90251278,-46,-83
11,21,4,7.25,3.46462633,0,0,81.07486833,-33,-88
11,21,5,7.29,3.417124285,0,0,81.98139306,-21,-80
11,21,6,6.86,3.391127642,0,0,80.56040806,-9,-72
11,21,7,6.81,3.354900116,0,7.240006944,80.91586028,2,-64
11,21,8,8.22,3.290956627,965.36581,36.25059194,87.94106972,13,-55
11,21,9,9.24,3.346576023,985.0693558,67.57071722,91.47197278,22,-43
11,21,10,10.62,3.125122726,962.3117717,88.81963778,101.05552,30,-30
11,21,11,11.43,2.997529695,941.6584661,100.8005222,106.7417553,34,-14
11,21,12,12.67,2.818312909,903.8847272,100.7742747,115.3193278,36,3
11,21,13,12.95,2.759832996,813.2585197,105.2153161,117.5913572,33,20
11,21,14,13.22,2.790393144,593.940325,135.7823447,118.2850706,28,35
11,21,15,12.69,2.740265802,209.2549175,153.8611503,116.7576881,19,47
11,21,16,11.68,2.954209777,4.564585278,46.02617278,108.5780408,10,58
11,21,17,10.28,3.085649339,0,0,100.2033622,-1,67
11,21,18,9.42,3.219195035,0,0,94.27725333,-13,75
11,21,19,10.33,4.202546538,0,0,83.55837861,-25,83
11,21,20,7.77,3.675923644,0,0,80.07891778,-37,89
11,21,21,6.13,3.610194253,0,0,74.11302417,-50,80
11,21,22,7.32,4.12374203,0,0,71.64260361,-61,66
11,21,23,7.77,4.286236909,0,0,71.28898167,-71,40
11,21,24,8.12,3.429514855,0,0,85.33755167,-75,-9
11,22,1,7.6,3.542568429,0,0,81.36974611,-69,-51
11,22,2,6.48,3.704991552,0,0,74.16272972,-58,-71
11,22,3,6.21,3.836523059,0,0,71.07893889,-46,-83
11,22,4,5.57,3.703031662,0,0,70.37063083,-34,-88
11,22,5,5.48,3.567840339,0,0,72.03250972,-21,-80
11,22,6,6.42,3.82112153,0,0,72.18963944,-9,-72
11,22,7,6.94,3.84343366,0,3.305745,74.06127611,2,-64
11,22,8,7.37,3.946366528,117.0128472,86.54431306,74.39097444,13,-55
11,22,9,8.05,4.201983957,12.30830389,121.6528378,73.66239472,22,-43
11,22,10,9.48,3.975607707,670.5129986,119.4791042,83.06015722,29,-30
11,22,11,10.95,4.063815509,857.5211606,97.89157444,88.25203417,34,-14
11,22,12,12.78,4.442457045,586.7799417,168.0602872,91.15923194,35,3
11,22,13,12.66,4.452967821,47.80799417,232.6149872,90.47523667,33,20
11,22,14,13.04,4.65016752,408.6910722,175.5772411,89.54013472,27,35
11,22,15,12.96,4.746656704,123.4361622,156.1731789,87.90231472,19,47
11,22,16,12.52,4.845735317,5.631662222,50.64183889,84.62149333,10,58
11,22,17,11.23,4.737815498,0,0,80.26962278,-1,67
11,22,18,11.27,5.283742948,0,0,73.45868444,-13,75
11,22,19,10.01,5.337501775,0,0,67.23306806,-25,82
11,22,20,7.55,5.141950349,0,0,59.03961194,-37,90
11,22,21,7.8,5.191584267,0,0,59.48291667,-50,80
11,22,22,7.49,5.191821278,0,0,58.15536639,-61,66
11,22,23,7.31,5.319298298,0,0,55.79637417,-71,40
11,22,24,6.98,5.324173736,0,0,54.33337194,-75,-9
11,23,1,6.97,5.314249442,0,0,54.41411583,-69,-51
11,23,2,5.75,4.910554989,0,0,54.38648611,-58,-71
11,23,3,5.02,4.785411414,0,0,52.97075111,-46,-83
11,23,4,4.69,4.750018363,0,0,52.06690972,-34,-88
11,23,5,5.22,5.024269766,0,0,50.71210333,-21,-80
11,23,6,5.67,5.202322235,0,0,50.33503,-9,-72
11,23,7,6.75,5.547364274,0,11.83844,50.619325,2,-64
11,23,8,7.52,5.786008095,0.491243056,15.65554972,51.02423639,13,-54
11,23,9,7.28,5.946270718,0.424730833,27.11208278,48.10989611,22,-43
11,23,10,7.55,6.253481733,5.131757778,125.9348342,45.70670417,29,-30
11,23,11,8.38,6.483067833,6.244218056,159.6967136,46.66762111,34,-14
11,23,12,9.68,6.655018741,6.566134444,170.2175908,50.3902725,35,3
11,23,13,10.08,6.420190135,2.577140556,103.9823106,54.76181778,33,19
11,23,14,9.74,6.289134888,0.663590556,45.42189611,54.7580475,27,34
11,23,15,9.69,6.561568175,1.550506389,50.67341,51.47127917,19,47
11,23,16,9.76,6.501968398,1.504258333,26.21963611,52.4426375,9,57
11,23,17,9.56,6.369501271,0,0,53.06019389,-1,66
11,23,18,9.22,6.136409132,0,0,54.24246583,-13,74
11,23,19,10.08,6.28105974,0,0,56.33822611,-25,82
11,23,20,10.49,6.092056216,0,0,60.31054056,-37,90
11,23,21,9.8,6.489273304,0,0,52.75965306,-50,80
11,23,22,10.53,6.116457888,0,0,60.20457028,-62,66
11,23,23,10.2,5.763969121,0,0,62.88713583,-72,41
11,23,24,10.25,5.393508868,0,0,67.59400389,-75,-9
11,24,1,10.24,5.553479509,0,0,65.59358611,-69,-51
11,24,2,9.3,5.715737738,0,0,59.53011889,-58,-72
11,24,3,8.69,4.788842684,0,0,68.4757125,-46,-84
11,24,4,8.28,4.867688917,0,0,65.67979583,-34,-87
11,24,5,8.53,5.15966788,0,0,63.02113333,-22,-80
11,24,6,9.37,5.382794642,0,0,63.87837361,-10,-72
11,24,7,9.65,4.36468309,0,0,78.3314925,2,-64
11,24,8,9.31,4.228843105,0.976457778,21.60801278,78.73047611,12,-54
11,24,9,9.27,4.84327233,0.936913889,39.75481861,70.27868417,22,-43
11,24,10,9.9,4.742832214,5.454388056,128.7994725,74.34157528,29,-30
11,24,11,10.33,4.288426122,55.86251833,234.9009319,82.36228167,34,-14
11,24,12,10.89,4.169035698,633.23288,153.5948928,86.49785778,35,3
11,24,13,11.31,3.912946325,677.9430564,134.7946808,92.01755278,33,19
11,24,14,11.38,3.889443408,435.1720386,168.3764889,92.67038528,27,34
11,24,15,11.44,4.022605295,127.9185294,154.5120597,91.01454833,19,47
11,24,16,10.92,4.258616878,4.239953056,43.33032583,85.3781325,9,57
11,24,17,10.04,4.419917126,0,0,79.28132417,-2,66
11,24,18,9.23,4.510627647,0,0,74.51498861,-13,74
11,24,19,9.22,4.572847417,0,0,73.63430222,-25,82
11,24,20,8.82,4.704309427,0,0,70.14992028,-38,90
11,24,21,8.06,4.694217662,0,0,67.0083675,-50,81
11,24,22,7.2,4.785067139,0,0,62.13820833,-62,67
11,24,23,6.86,4.00102145,0,0,71.43683333,-72,41
11,24,24,5.88,3.697603683,0,0,71.74929917,-76,-8
11,25,1,5.2,3.712772848,0,0,68.68219611,-69,-51
11,25,2,3.17,3.550053038,0,0,62.77913667,-58,-72
11,25,3,2.93,3.597489591,0,0,61.08193417,-46,-84
11,25,4,3.05,3.727570675,0,0,59.61623333,-34,-87
11,25,5,1.54,3.387380734,0,0,58.71196639,-22,-79
11,25,6,2.14,3.780278082,0,0,55.15240694,-10,-72
11,25,7,2.17,3.801743706,0,49.17130917,54.95650028,2,-64
11,25,8,4.41,3.969721714,967.8614889,33.64000694,61.6416475,12,-54
11,25,9,6.04,3.808905773,953.2982686,62.70804306,70.77005389,21,-43
11,25,10,7.66,3.693822381,941.9828575,84.35107944,79.34062194,29,-30
11,25,11,8.79,3.105580167,920.2999719,96.1125,93.38143444,33,-14
11,25,12,10.53,3.358698808,880.4976336,98.4200225,96.92648778,35,2
11,25,13,10.67,3.111734816,758.1579008,114.7467931,101.4942303,32,19
11,25,14,11.1,3.087854791,584.9767442,135.0359956,103.7861731,27,34
11,25,15,11.19,3.122928542,253.7673508,146.3752086,103.6125589,19,47
11,25,16,10.52,3.411642768,1.988608611,29.52580917,96.05494778,9,57
11,25,17,9.2,3.712970252,0,0,85.69023694,-2,66
11,25,18,8.25,3.961450222,0,0,77.93985222,-13,74
11,25,19,7.76,4.138911286,0,0,73.30630694,-25,82
11,25,20,7.16,4.254846563,0,0,69.12344944,-38,90
11,25,21,7.06,4.457141281,0,0,65.91767556,-50,81
11,25,22,7.05,4.466576153,0,0,65.74710472,-62,67
11,25,23,7.02,4.338716792,0,0,67.36782167,-72,42
11,25,24,6.55,3.897961347,0,0,71.61478333,-76,-8
11,26,1,6.5,3.878459774,0,0,71.68774333,-69,-52
11,26,2,6.71,3.825485224,0,0,73.35040528,-59,-72
11,26,3,5.77,4.229802119,0,0,63.60770222,-46,-84
11,26,4,6.44,4.353771296,0,0,64.70655972,-34,-87
11,26,5,6.35,4.31472359,0,0,64.86524278,-22,-79
11,26,6,6.08,4.48603472,0,0,61.38632139,-10,-72
11,26,7,5.8,4.422270505,0,0,61.07818667,1,-63
11,26,8,6.85,4.59039219,28.1465525,70.26010583,63.23027694,12,-54
11,26,9,7.41,4.335232433,1.696679722,52.39278111,69.07457833,21,-43
11,26,10,7.62,4.495928459,0.693152222,45.8648225,67.77687361,29,-30
11,26,11,7.48,5.05264086,0.963734167,63.05894056,59.8738025,33,-14
11,26,12,6.61,5.457171597,5.217028889,152.1673228,51.12737833,35,2
11,26,13,6.14,5.558659356,0.419530556,41.64618389,47.90905944,32,19
11,26,14,5.79,5.648945867,0.109403056,18.22392139,45.34929806,27,34
11,26,15,5.88,5.684601431,0.2371125,19.56720028,45.29809389,19,46
11,26,16,5.75,5.633163179,0,0,45.37184389,9,57
11,26,17,5.76,5.637105153,0,0,45.36621972,-2,66
11,26,18,6.1,5.772607323,0,0,45.17015056,-13,74
11,26,19,6.31,5.85774631,0,0,45.04433,-25,81
11,26,20,6.44,5.911011881,0,0,44.96462583,-38,89
11,26,21,6.42,5.902789116,0,0,44.97697861,-50,81
11,26,22,6,5.732454888,0,0,45.22879639,-62,68
11,26,23,6.25,5.833307157,0,0,45.08064778,-72,43
11,26,24,6.83,6.073414879,0,0,44.71714028,-76,-8
11,27,1,7.15,6.209633728,0,0,44.50463667,-70,-52
11,27,2,7.36,6.300504474,0,0,44.36052583,-59,-72
11,27,3,6.98,6.074336801,0,0,45.34232056,-47,-84
11,27,4,5.86,5.237207317,0,0,50.69351111,-34,-87
11,27,5,5.6,5.103151368,0,0,51.2933225,-22,-79
11,27,6,5.2,5.03376809,0,0,50.50753306,-10,-72
11,27,7,4.86,4.731872591,0,35.60584944,53.01011306,1,-63
11,27,8,5.72,5.375082358,978.9247914,32.95289,48.39377806,12,-54
11,27,9,8.48,4.106857839,973.3429603,62.91716583,76.85151944,21,-43
11,27,10,10.46,3.382226514,965.4197458,85.33349583,96.24965472,28,-30
11,27,11,11.85,2.987736552,935.1552272,96.59509056,108.7769689,33,-15
11,27,12,12.05,3.071200368,897.9570031,97.18629972,108.2912911,34,2
11,27,13,11.63,2.783397704,816.4398656,101.4903347,111.2590378,32,19
11,27,14,11.24,2.70385011,627.2808831,124.3675067,110.90742,27,34
11,27,15,10.98,2.576260679,253.0916947,144.5590536,112.0171367,19,46
11,27,16,9.64,2.436241819,7.982308611,54.22107361,108.6759286,9,57
11,27,17,8.45,2.452608436,0,0,103.213125,-2,66
11,27,18,7.62,2.537151491,0,0,98.10938083,-13,74
11,27,19,7.07,2.735764741,0,0,92.24245056,-25,81
11,27,20,6.93,3.005825767,0,0,87.05799444,-38,89
11,27,21,5.9,2.844810899,0,0,85.42494361,-50,82
11,27,22,5.25,3.180591719,0,0,77.1384375,-62,68
11,27,23,5.59,3.206344027,0,0,78.14234667,-72,43
11,27,24,5.07,3.042979469,0,0,78.63445417,-76,-8
11,28,1,5.33,3.098853898,0,0,78.79904444,-70,-52
11,28,2,3.28,3.031455028,0,0,71.45641056,-59,-73
11,28,3,3.17,3.036349894,0,0,70.92736944,-47,-84
11,28,4,2.61,3.100187039,0,0,67.60529917,-34,-87
11,28,5,3.48,3.278947553,0,0,68.26300889,-22,-79
11,28,6,4.42,3.384843031,0,0,70.45446861,-10,-71
11,28,7,4.6,3.39247197,0,14.65877444,71.07892889,1,-63
11,28,8,5.35,3.197373135,6.632711667,51.10375472,77.28474639,12,-54
11,28,9,5.94,3.256633711,293.0728558,139.6614136,78.80322611,21,-43
11,28,10,6.26,3.211808619,19.2958475,170.3599533,80.86509306,28,-30
11,28,11,6.93,3.042887491,7.041541111,161.7360678,86.44463194,33,-15
11,28,12,7.01,3.227487295,3.239372222,119.2075839,83.78388556,34,2
11,28,13,7.38,3.33631055,1.21113,69.83020306,83.62936528,32,19
11,28,14,7.43,3.232644206,2.741567778,89.34689667,85.48778917,27,33
11,28,15,7.78,3.278503331,7.980060833,104.2770478,86.25152972,19,46
11,28,16,7.6,3.322403531,22.150705,65.3312375,84.78702889,9,56
11,28,17,7.12,3.364807099,0,0,82.07540139,-2,65
11,28,18,6.76,3.551183668,0,0,77.66688361,-13,73
11,28,19,6.86,3.723649591,0,0,75.49137222,-25,81
11,28,20,6.99,4.068247979,0,0,71.02709694,-38,89
11,28,21,4.99,3.85339545,0,0,65.73198444,-50,82
11,28,22,4.5,3.848440835,0,0,63.7750275,-62,69
11,28,23,4.1,4.092464155,0,0,58.60916194,-72,44
11,28,24,2.95,3.916851225,0,0,56.42844667,-76,-8
11,29,1,2.79,3.91874025,0,0,55.75167417,-70,-52
11,29,2,1.75,3.649867746,0,0,55.52960028,-59,-73
11,29,3,1.8,3.73215758,0,0,54.49930889,-47,-85
11,29,4,0.99,3.564817398,0,0,53.78215889,-35,-87
11,29,5,0.47,3.432687956,0,0,53.75126361,-22,-79
11,29,6,0.56,3.490774877,0,0,53.209655,-10,-71
11,29,7,1.2,3.685649082,0,17.31197778,52.79418278,1,-63
11,29,8,2.44,4.002815927,1040.467592,33.79052917,53.12196639,11,-54
11,29,9,5.1,4.309215319,932.6784728,59.170195,59.7091225,21,-43
11,29,10,6.98,4.15251439,259.5367506,195.1804372,69.79152167,28,-30
11,29,11,8.74,4.194359601,520.4048717,171.1741675,76.74112167,33,-15
11,29,12,11.69,4.252477192,539.5606658,174.7088428,88.88394222,34,2
11,29,13,13.59,3.920789632,894.2496553,91.62581278,102.1546172,32,19
11,29,14,14.3,3.66149241,706.77531,106.4296228,109.2234689,26,33
11,29,15,13.98,3.952687467,5.871214722,94.26479417,103.4710436,19,46
11,29,16,13.4,4.130194575,0.351718611,12.04480167,98.29404,9,56
11,29,17,12.1,4.150420649,0,0,92.14554056,-2,65
11,29,18,11.69,4.269569676,0,0,88.64633083,-13,73
11,29,19,10.8,4.64367348,0,0,79.61142778,-25,81
11,29,20,10.72,5.020203516,0,0,74.34848583,-38,89
11,29,21,10.57,5.6863304,0,0,65.44267306,-50,82
11,29,22,9.59,6.270308649,0,0,54.31773806,-62,69
11,29,23,9.54,6.495065787,0,0,51.559625,-72,44
11,29,24,9.39,6.539906054,0,0,50.40485278,-77,-7
11,30,1,9.23,6.505577386,0,0,50.09259944,-70,-52
11,30,2,8.29,6.100722023,0,0,50.63360028,-59,-73
11,30,3,8.01,5.957703043,0,0,51.0951275,-47,-85
11,30,4,7.83,5.844630209,0,0,51.65424111,-35,-87
11,30,5,7.64,5.624770598,0,0,53.46703889,-23,-79
11,30,6,8.05,5.624255455,0,0,55.22885111,-11,-71
11,30,7,7.97,5.499831122,0,11.12813361,56.3949425,1,-63
11,30,8,8.62,5.275265686,12.968985,57.64677861,61.96057889,11,-54
11,30,9,9.53,5.419292977,1019.052616,63.99495139,64.12585528,20,-43
11,30,10,10.82,5.337205531,16.62909861,163.9515519,70.80115889,28,-30
11,30,11,11.21,5.428725468,5.010856111,139.2407419,71.39936028,33,-15
11,30,12,10.69,5.363027307,1.183387222,71.80460861,69.90751722,34,2
11,30,13,10.68,5.327344929,11.7070975,180.9091314,70.30512417,32,18
11,30,14,10.43,5.057208468,5.326429444,122.8975058,72.59799278,26,33
11,30,15,10.11,5.041851162,1.873732778,53.52121167,71.38773194,18,46
11,30,16,9.69,5.058175538,1.216173056,22.20197194,69.34150806,9,56
11,30,17,9.2,5.183016064,0,0,65.6274125,-2,65
11,30,18,8.9,5.220496317,0,0,63.85572167,-13,73
11,30,19,8.64,5.338413142,0,0,61.26229611,-25,81
11,30,20,8.66,5.41574073,0,0,60.39429028,-38,88
11,30,21,8.18,5.376271567,0,0,58.81256306,-50,82
11,30,22,7.22,5.178458671,0,0,57.17330083,-62,69
11,30,23,7.66,5.370721304,0,0,56.65268972,-72,45
11,30,24,7.41,5.426891284,0,0,54.89392222,-77,-7
12,1,1,7.07,5.338590573,0,0,54.53667028,-70,-53
12,1,2,5.92,5.009780709,0,0,53.82254861,-59,-73
12,1,3,4.32,4.606894718,0,0,52.43536889,-47,-85
12,1,4,5.19,4.975121619,0,0,51.21686389,-35,-86
12,1,5,4.8,4.90489904,0,0,50.50236667,-23,-79
12,1,6,5.84,5.322230675,0,0,49.55043917,-11,-71
12,1,7,6.55,5.410217578,0,0,51.45031806,1,-63
12,1,8,6.75,5.25842986,4.977363611,42.55088722,54.17692444,11,-54
12,1,9,7.58,5.204609624,22.69313833,123.6706897,58.37887306,20,-43
12,1,10,8.34,4.614165909,16.05961278,161.8342931,69.27566833,28,-30
12,1,11,9.25,4.582172835,196.0790469,234.7952619,73.63969556,32,-15
12,1,12,9.12,5.610013116,6.210464167,160.3624397,60.01872639,34,2
12,1,13,6.25,4.574966681,6.053340278,151.4321861,60.90307778,32,18
12,1,14,7.2,3.913028441,329.8704681,183.0411258,74.15036222,26,33
